epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.3368,2.14413,4.258,1.74223,0.02732,0.43669,0.02697,0.01388,1.67603,3.95045,1.39509,3.528e-05,3.528e-05,3.528e-05
